#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
out-060.jpg,79432,"{}",0,0,"{}","{}"
out-061.jpg,79395,"{}",0,0,"{}","{}"
out-062.jpg,79402,"{}",0,0,"{}","{}"
out-063.jpg,79379,"{}",0,0,"{}","{}"
out-064.jpg,79385,"{}",0,0,"{}","{}"
out-065.jpg,79360,"{}",0,0,"{}","{}"
out-066.jpg,79362,"{}",0,0,"{}","{}"
out-067.jpg,79365,"{}",0,0,"{}","{}"
out-068.jpg,79341,"{}",0,0,"{}","{}"
out-069.jpg,79328,"{}",0,0,"{}","{}"
out-070.jpg,79359,"{}",0,0,"{}","{}"
out-071.jpg,79349,"{}",0,0,"{}","{}"
out-072.jpg,79368,"{}",0,0,"{}","{}"
out-073.jpg,79382,"{}",0,0,"{}","{}"
out-074.jpg,79377,"{}",0,0,"{}","{}"
out-075.jpg,79378,"{}",0,0,"{}","{}"
out-076.jpg,79357,"{}",0,0,"{}","{}"
out-077.jpg,79364,"{}",0,0,"{}","{}"
out-078.jpg,79351,"{}",0,0,"{}","{}"
out-079.jpg,79366,"{}",0,0,"{}","{}"
out-080.jpg,79389,"{}",0,0,"{}","{}"
out-081.jpg,79390,"{}",0,0,"{}","{}"
out-082.jpg,79401,"{}",0,0,"{}","{}"
out-083.jpg,79374,"{}",0,0,"{}","{}"
out-084.jpg,79370,"{}",0,0,"{}","{}"
out-085.jpg,79394,"{}",0,0,"{}","{}"
out-086.jpg,79390,"{}",0,0,"{}","{}"
out-087.jpg,79417,"{}",0,0,"{}","{}"
out-088.jpg,79399,"{}",0,0,"{}","{}"
out-089.jpg,79396,"{}",0,0,"{}","{}"
out-090.jpg,79412,"{}",0,0,"{}","{}"
out-091.jpg,79395,"{}",0,0,"{}","{}"
out-092.jpg,79420,"{}",0,0,"{}","{}"
out-093.jpg,79391,"{}",0,0,"{}","{}"
out-094.jpg,79407,"{}",0,0,"{}","{}"
out-095.jpg,79397,"{}",0,0,"{}","{}"
out-096.jpg,79402,"{}",0,0,"{}","{}"
out-097.jpg,79402,"{}",0,0,"{}","{}"
out-098.jpg,79420,"{}",0,0,"{}","{}"
out-099.jpg,79419,"{}",0,0,"{}","{}"
out-100.jpg,79403,"{}",0,0,"{}","{}"
out-101.jpg,79410,"{}",0,0,"{}","{}"
out-102.jpg,79437,"{}",0,0,"{}","{}"
out-103.jpg,79428,"{}",0,0,"{}","{}"
out-104.jpg,79418,"{}",0,0,"{}","{}"
out-105.jpg,79425,"{}",0,0,"{}","{}"
out-106.jpg,79412,"{}",0,0,"{}","{}"
out-107.jpg,79415,"{}",0,0,"{}","{}"
out-108.jpg,79419,"{}",0,0,"{}","{}"
out-109.jpg,79409,"{}",0,0,"{}","{}"
out-110.jpg,79431,"{}",0,0,"{}","{}"
out-111.jpg,79422,"{}",0,0,"{}","{}"
out-112.jpg,79420,"{}",0,0,"{}","{}"
out-113.jpg,79410,"{}",0,0,"{}","{}"
out-114.jpg,79404,"{}",0,0,"{}","{}"
out-115.jpg,79402,"{}",0,0,"{}","{}"
out-116.jpg,79397,"{}",0,0,"{}","{}"
out-117.jpg,79387,"{}",0,0,"{}","{}"
out-118.jpg,79412,"{}",0,0,"{}","{}"
out-119.jpg,79403,"{}",0,0,"{}","{}"
out-120.jpg,79393,"{}",0,0,"{}","{}"
out-121.jpg,79396,"{}",0,0,"{}","{}"
out-122.jpg,79396,"{}",0,0,"{}","{}"
out-123.jpg,79395,"{}",0,0,"{}","{}"
out-124.jpg,79400,"{}",0,0,"{}","{}"
out-125.jpg,79417,"{}",0,0,"{}","{}"
out-126.jpg,79403,"{}",0,0,"{}","{}"
out-127.jpg,79381,"{}",0,0,"{}","{}"
out-128.jpg,79390,"{}",0,0,"{}","{}"
out-129.jpg,79418,"{}",0,0,"{}","{}"
out-130.jpg,79385,"{}",0,0,"{}","{}"
out-131.jpg,79433,"{}",0,0,"{}","{}"
out-132.jpg,79378,"{}",0,0,"{}","{}"
out-133.jpg,79378,"{}",0,0,"{}","{}"
out-134.jpg,79389,"{}",0,0,"{}","{}"
out-135.jpg,79397,"{}",0,0,"{}","{}"
